book_id,genres 
25241477,"'mystery', 'thriller', 'crime', 'fantasy', 'paranormal', 'fiction'"
141565,'non-fiction'
900892,"'non-fiction', 'history', 'historical fiction', 'biography'"
23460830,"'fiction', 'fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'comics', 'graphic'"
9565045,"'fantasy', 'paranormal', 'romance', 'mystery', 'thriller', 'crime', 'fiction'"
23492288,"'fiction', 'mystery', 'thriller', 'crime', 'romance'"
25781157,'fiction'
9166877,"'young-adult', 'fiction', 'history', 'historical fiction', 'biography', 'romance', 'fantasy', 'paranormal', 'mystery', 'thriller', 'crime'"
50144,"'fiction', 'romance', 'young-adult'"
50140,"'fiction', 'non-fiction', 'poetry', 'comics', 'graphic', 'history', 'historical fiction', 'biography'"
8803932,"'young-adult', 'fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime'"
12042279,"'fantasy', 'paranormal', 'romance', 'fiction'"
3836,"'fiction', 'history', 'historical fiction', 'biography', 'fantasy', 'paranormal'"
7743175,"'fantasy', 'paranormal', 'fiction', 'romance'"
167216,"'fiction', 'young-adult', 'history', 'historical fiction', 'biography'"
152695,"'fiction', 'romance'"
651260,"'fantasy', 'paranormal', 'fiction', 'young-adult'"
12647642,"'romance', 'fiction', 'young-adult'"
41865,"'young-adult', 'fantasy', 'paranormal', 'fiction', 'romance'"
89284,"'non-fiction', 'history', 'historical fiction', 'biography', 'fiction', 'comics', 'graphic'"
1371,"'poetry', 'fiction', 'history', 'historical fiction', 'biography', 'fantasy', 'paranormal', 'non-fiction'"
1375,"'fantasy', 'paranormal', 'history', 'historical fiction', 'biography', 'non-fiction', 'fiction', 'poetry', 'romance'"
414298,'fiction'
105703,"'comics', 'graphic', 'fiction', 'history', 'historical fiction', 'biography', 'fantasy', 'paranormal', 'young-adult', 'non-fiction'"
6359434,"'fiction', 'fantasy', 'paranormal', 'comics', 'graphic', 'young-adult'"
9724798,"'fiction', 'history', 'historical fiction', 'biography', 'romance', 'mystery', 'thriller', 'crime'"
16000980,"'romance', 'fiction', 'mystery', 'thriller', 'crime'"
16090636,"'romance', 'fiction'"
2118745,"'young-adult', 'fiction', 'fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'romance'"
3238153,"'young-adult', 'romance', 'fiction'"
188230,"'mystery', 'thriller', 'crime', 'fiction', 'history', 'historical fiction', 'biography', 'romance'"
357664,"'fiction', 'children', 'young-adult', 'history', 'historical fiction', 'biography'"
15793165,"'fiction', 'mystery', 'thriller', 'crime', 'romance'"
2063563,"'non-fiction', 'history', 'historical fiction', 'biography'"
6361871,"'non-fiction', 'history', 'historical fiction', 'biography'"
688191,"'fantasy', 'paranormal', 'young-adult', 'fiction', 'mystery', 'thriller', 'crime', 'romance', 'children'"
23734628,"'romance', 'fantasy', 'paranormal', 'young-adult', 'fiction', 'mystery', 'thriller', 'crime'"
77770,"'fiction', 'history', 'historical fiction', 'biography', 'children', 'young-adult', 'romance', 'non-fiction'"
77773,"'fiction', 'history', 'historical fiction', 'biography', 'fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'romance'"
7685763,"'mystery', 'thriller', 'crime', 'romance', 'fiction', 'fantasy', 'paranormal'"
11387515,"'young-adult', 'fiction', 'children'"
16707,'fiction'
16703,"'fiction', 'mystery', 'thriller', 'crime', 'history', 'historical fiction', 'biography', 'fantasy', 'paranormal'"
160251,"'fiction', 'young-adult'"
11505008,'non-fiction'
6081686,"'romance', 'comics', 'graphic', 'young-adult', 'fiction'"
16247792,"'romance', 'fiction'"
7234828,"'fantasy', 'paranormal', 'young-adult', 'romance', 'fiction'"
263173,"'fantasy', 'paranormal', 'romance', 'comics', 'graphic', 'young-adult', 'fiction', 'mystery', 'thriller', 'crime'"
263172,"'young-adult', 'fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime'"
16130291,"'fiction', 'history', 'historical fiction', 'biography', 'young-adult', 'non-fiction'"
23604559,"'fiction', 'fantasy', 'paranormal', 'young-adult'"
48019,'non-fiction'
6277410,"'comics', 'graphic', 'fantasy', 'paranormal', 'children', 'young-adult', 'fiction', 'mystery', 'thriller', 'crime'"
37415,"'fiction', 'history', 'historical fiction', 'biography', 'romance', 'young-adult'"
13616278,"'fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography'"
18774020,"'fiction', 'fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'romance'"
49245,"'non-fiction', 'romance'"
11229,'fiction'
2195289,"'non-fiction', 'fiction', 'history', 'historical fiction', 'biography'"
448836,"'non-fiction', 'history', 'historical fiction', 'biography'"
128066,"'non-fiction', 'history', 'historical fiction', 'biography', 'fiction', 'comics', 'graphic'"
7122034,"'mystery', 'thriller', 'crime', 'fiction', 'fantasy', 'paranormal'"
229432,"'fiction', 'history', 'historical fiction', 'biography'"
38787,"'fiction', 'fantasy', 'paranormal'"
17838528,"'young-adult', 'romance', 'fiction'"
4502877,"'young-adult', 'fantasy', 'paranormal', 'romance', 'fiction'"
9464733,"'young-adult', 'fiction', 'romance', 'fantasy', 'paranormal', 'mystery', 'thriller', 'crime'"
136638,"'mystery', 'thriller', 'crime', 'fiction', 'fantasy', 'paranormal'"
136637,"'mystery', 'thriller', 'crime', 'fantasy', 'paranormal', 'fiction'"
136636,"'mystery', 'thriller', 'crime', 'fiction', 'fantasy', 'paranormal', 'history', 'historical fiction', 'biography'"
432,"'fiction', 'mystery', 'thriller', 'crime', 'comics', 'graphic'"
431,"'fiction', 'mystery', 'thriller', 'crime'"
86524,"'history', 'historical fiction', 'biography', 'non-fiction', 'comics', 'graphic', 'fiction'"
86525,"'history', 'historical fiction', 'biography', 'non-fiction'"
643988,"'mystery', 'thriller', 'crime', 'fiction'"
84351,"'romance', 'fiction', 'history', 'historical fiction', 'biography', 'mystery', 'thriller', 'crime'"
1207980,"'history', 'historical fiction', 'biography', 'non-fiction', 'comics', 'graphic'"
3697927,"'fantasy', 'paranormal', 'young-adult', 'romance', 'fiction', 'history', 'historical fiction', 'biography', 'mystery', 'thriller', 'crime', 'children'"
2120783,"'non-fiction', 'history', 'historical fiction', 'biography'"
49824,"'fiction', 'history', 'historical fiction', 'biography', 'romance', 'fantasy', 'paranormal', 'children'"
20706317,"'fiction', 'fantasy', 'paranormal', 'history', 'historical fiction', 'biography', 'mystery', 'thriller', 'crime', 'young-adult'"
20706316,"'fiction', 'romance'"
762053,"'romance', 'fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime'"
13547504,"'non-fiction', 'history', 'historical fiction', 'biography', 'children'"
9268487,"'fantasy', 'paranormal', 'fiction', 'romance'"
15762975,"'romance', 'fiction'"
17342700,"'young-adult', 'fantasy', 'paranormal', 'romance', 'fiction'"
342240,"'mystery', 'thriller', 'crime', 'romance', 'fiction'"
6389257,"'fiction', 'mystery', 'thriller', 'crime'"
11395597,"'non-fiction', 'history', 'historical fiction', 'biography', 'fiction', 'comics', 'graphic'"
53764,"'fiction', 'fantasy', 'paranormal'"
52318,"'fiction', 'fantasy', 'paranormal', 'history', 'historical fiction', 'biography', 'romance'"
62485,"'fantasy', 'paranormal', 'fiction', 'young-adult'"
29501,"'non-fiction', 'history', 'historical fiction', 'biography', 'fiction'"
17233800,"'romance', 'young-adult', 'fiction'"
1430,"'fiction', 'romance'"
1431,"'romance', 'fiction', 'young-adult', 'mystery', 'thriller', 'crime', 'non-fiction'"
821000,"'children', 'poetry', 'fiction', 'fantasy', 'paranormal', 'young-adult'"
80570,"'non-fiction', 'history', 'historical fiction', 'biography', 'young-adult', 'fiction', 'comics', 'graphic'"
38296,"'fiction', 'history', 'historical fiction', 'biography', 'romance', 'young-adult'"
3805,'fiction'
16134551,"'romance', 'young-adult', 'fiction'"
232577,"'non-fiction', 'history', 'historical fiction', 'biography'"
232576,"'children', 'fiction', 'young-adult', 'mystery', 'thriller', 'crime'"
8230409,"'fantasy', 'paranormal', 'romance', 'comics', 'graphic', 'young-adult', 'fiction'"
74406,"'fiction', 'history', 'historical fiction', 'biography', 'mystery', 'thriller', 'crime', 'fantasy', 'paranormal'"
16081202,"'young-adult', 'romance', 'fiction'"
17231,"'fiction', 'mystery', 'thriller', 'crime', 'fantasy', 'paranormal'"
544257,"'young-adult', 'fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime'"
7402393,"'young-adult', 'fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime'"
16054811,"'fiction', 'history', 'historical fiction', 'biography', 'non-fiction', 'fantasy', 'paranormal'"
858514,"'children', 'fiction', 'fantasy', 'paranormal', 'young-adult'"
858513,"'children', 'fiction', 'fantasy', 'paranormal'"
16093188,"'romance', 'mystery', 'thriller', 'crime', 'fiction'"
89187,"'fiction', 'fantasy', 'paranormal', 'mystery', 'thriller', 'crime'"
89185,"'fiction', 'mystery', 'thriller', 'crime', 'fantasy', 'paranormal'"
89184,"'fiction', 'fantasy', 'paranormal'"
224410,"'comics', 'graphic', 'fiction', 'fantasy', 'paranormal', 'history', 'historical fiction', 'biography', 'mystery', 'thriller', 'crime', 'romance'"
6400090,"'romance', 'fiction', 'young-adult'"
107783,"'history', 'historical fiction', 'biography', 'romance', 'fiction', 'mystery', 'thriller', 'crime'"
8835379,"'fantasy', 'paranormal', 'young-adult', 'romance', 'fiction', 'history', 'historical fiction', 'biography', 'mystery', 'thriller', 'crime'"
3320520,"'fiction', 'romance', 'young-adult', 'non-fiction'"
2748,"'fiction', 'non-fiction'"
7668,"'fiction', 'mystery', 'thriller', 'crime', 'fantasy', 'paranormal'"
73100,"'romance', 'fiction'"
7661,"'fiction', 'mystery', 'thriller', 'crime', 'fantasy', 'paranormal'"
7667,"'fiction', 'mystery', 'thriller', 'crime', 'romance', 'fantasy', 'paranormal'"
85437,"'fiction', 'mystery', 'thriller', 'crime', 'fantasy', 'paranormal'"
12617758,"'fiction', 'mystery', 'thriller', 'crime'"
18243700,"'fantasy', 'paranormal', 'young-adult', 'romance', 'fiction'"
542389,"'history', 'historical fiction', 'biography', 'non-fiction', 'fiction'"
95608,"'fiction', 'romance', 'history', 'historical fiction', 'biography', 'young-adult'"
95602,"'fiction', 'history', 'historical fiction', 'biography', 'romance'"
95607,"'fiction', 'history', 'historical fiction', 'biography', 'romance', 'non-fiction', 'young-adult'"
164723,"'non-fiction', 'fiction'"
6334,"'fiction', 'romance', 'fantasy', 'paranormal', 'young-adult', 'mystery', 'thriller', 'crime'"
23844390,"'romance', 'fiction'"
147243,"'young-adult', 'fiction', 'fantasy', 'paranormal', 'children', 'mystery', 'thriller', 'crime'"
16992,"'comics', 'graphic', 'fiction', 'fantasy', 'paranormal', 'history', 'historical fiction', 'biography'"
142540,"'mystery', 'thriller', 'crime', 'fiction'"
142545,"'mystery', 'thriller', 'crime', 'fiction'"
23156040,"'fiction', 'history', 'historical fiction', 'biography', 'romance'"
18878,"'fantasy', 'paranormal', 'fiction', 'young-adult', 'romance'"
11262424,"'romance', 'young-adult', 'fiction'"
12591698,"'fiction', 'fantasy', 'paranormal', 'mystery', 'thriller', 'crime'"
25099,"'comics', 'graphic', 'fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime'"
25817528,'fiction'
1432370,"'non-fiction', 'history', 'historical fiction', 'biography', 'young-adult'"
10429092,"'fantasy', 'paranormal', 'young-adult', 'fiction', 'romance', 'history', 'historical fiction', 'biography', 'mystery', 'thriller', 'crime'"
1753714,"'fantasy', 'paranormal', 'romance', 'comics', 'graphic', 'young-adult', 'fiction', 'mystery', 'thriller', 'crime', 'children'"
81903,"'mystery', 'thriller', 'crime', 'fiction', 'history', 'historical fiction', 'biography'"
12535,"'non-fiction', 'history', 'historical fiction', 'biography', 'fiction'"
1055617,'non-fiction'
228765,'non-fiction'
969275,"'comics', 'graphic', 'fantasy', 'paranormal', 'young-adult', 'fiction', 'children'"
5148,"'young-adult', 'fiction', 'history', 'historical fiction', 'biography', 'children'"
17348985,"'mystery', 'thriller', 'crime', 'fiction', 'fantasy', 'paranormal', 'young-adult'"
17201104,"'romance', 'fiction'"
18705209,"'fantasy', 'paranormal', 'young-adult', 'fiction', 'romance', 'children'"
16248078,"'fiction', 'mystery', 'thriller', 'crime'"
78629,"'history', 'historical fiction', 'biography', 'non-fiction', 'comics', 'graphic', 'fiction'"
8952,"'fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'mystery', 'thriller', 'crime'"
6422680,"'non-fiction', 'romance', 'fiction', 'history', 'historical fiction', 'biography', 'comics', 'graphic'"
16141924,"'non-fiction', 'history', 'historical fiction', 'biography', 'children', 'fiction', 'comics', 'graphic'"
174403,"'fiction', 'mystery', 'thriller', 'crime', 'romance', 'young-adult'"
78950,"'fiction', 'young-adult', 'history', 'historical fiction', 'biography', 'children', 'romance'"
27213121,"'fiction', 'mystery', 'thriller', 'crime', 'history', 'historical fiction', 'biography'"
11665750,"'romance', 'mystery', 'thriller', 'crime', 'fiction'"
5215879,"'fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime'"
21414439,"'fantasy', 'paranormal', 'young-adult', 'romance', 'fiction'"
7352220,"'fantasy', 'paranormal', 'comics', 'graphic', 'fiction', 'history', 'historical fiction', 'biography', 'young-adult', 'mystery', 'thriller', 'crime'"
8520610,"'non-fiction', 'history', 'historical fiction', 'biography'"
23995231,"'fiction', 'history', 'historical fiction', 'biography', 'romance', 'comics', 'graphic', 'non-fiction'"
28251,"'fantasy', 'paranormal', 'young-adult', 'fiction', 'romance'"
7116709,"'fantasy', 'paranormal', 'young-adult', 'fiction', 'romance', 'mystery', 'thriller', 'crime', 'history', 'historical fiction', 'biography'"
19095025,"'romance', 'fiction'"
99610,"'fiction', 'mystery', 'thriller', 'crime', 'romance'"
6443834,"'fiction', 'fantasy', 'paranormal', 'romance', 'mystery', 'thriller', 'crime'"
32636,"'fantasy', 'paranormal', 'young-adult', 'fiction', 'children'"
1747896,"'non-fiction', 'history', 'historical fiction', 'biography', 'mystery', 'thriller', 'crime', 'fiction'"
17314410,"'romance', 'fiction'"
22489107,"'young-adult', 'fantasy', 'paranormal', 'fiction', 'romance'"
18079683,"'fiction', 'fantasy', 'paranormal', 'history', 'historical fiction', 'biography'"
20329634,"'fiction', 'fantasy', 'paranormal'"
7992995,"'fantasy', 'paranormal', 'young-adult', 'romance', 'fiction', 'history', 'historical fiction', 'biography'"
15803037,"'fiction', 'mystery', 'thriller', 'crime', 'romance', 'history', 'historical fiction', 'biography'"
17557913,"'fiction', 'mystery', 'thriller', 'crime'"
16182601,"'non-fiction', 'history', 'historical fiction', 'biography', 'fiction'"
272895,"'fiction', 'children', 'young-adult', 'history', 'historical fiction', 'biography', 'fantasy', 'paranormal'"
18800655,"'fiction', 'fantasy', 'paranormal', 'mystery', 'thriller', 'crime'"
31555,"'non-fiction', 'mystery', 'thriller', 'crime'"
305234,"'fantasy', 'paranormal', 'romance', 'young-adult', 'fiction'"
144977,"'non-fiction', 'history', 'historical fiction', 'biography', 'fiction', 'young-adult'"
820480,"'fiction', 'history', 'historical fiction', 'biography', 'mystery', 'thriller', 'crime'"
12988089,"'young-adult', 'fiction', 'fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'romance', 'children'"
8073,"'children', 'fiction', 'fantasy', 'paranormal', 'young-adult'"
8177526,"'fantasy', 'paranormal', 'romance', 'young-adult', 'fiction'"
272315,"'young-adult', 'romance', 'fiction'"
114132,"'romance', 'mystery', 'thriller', 'crime', 'fiction', 'fantasy', 'paranormal', 'history', 'historical fiction', 'biography'"
114133,"'romance', 'mystery', 'thriller', 'crime', 'fiction'"
91478,"'fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'fiction'"
91477,"'fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'fiction'"
429883,"'fantasy', 'paranormal', 'fiction', 'young-adult'"
45220,"'fiction', 'young-adult', 'non-fiction', 'history', 'historical fiction', 'biography'"
8843801,"'fantasy', 'paranormal', 'romance', 'fiction'"
24408,"'fiction', 'history', 'historical fiction', 'biography', 'young-adult', 'children'"
693208,"'fiction', 'young-adult', 'non-fiction', 'history', 'historical fiction', 'biography', 'children', 'comics', 'graphic'"
15047,"'fiction', 'history', 'historical fiction', 'biography', 'fantasy', 'paranormal', 'romance'"
16117804,"'romance', 'fiction'"
7329,"'fantasy', 'paranormal', 'fiction'"
13765729,"'mystery', 'thriller', 'crime', 'fiction', 'romance'"
63461,"'fiction', 'romance', 'history', 'historical fiction', 'biography'"
324277,"'fiction', 'young-adult', 'children', 'fantasy', 'paranormal', 'mystery', 'thriller', 'crime'"
95708,'non-fiction'
356321,"'children', 'fiction', 'fantasy', 'paranormal', 'young-adult'"
168814,'non-fiction'
5776788,"'fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime'"
10843036,"'fiction', 'fantasy', 'paranormal', 'young-adult'"
533465,"'fiction', 'history', 'historical fiction', 'biography', 'young-adult'"
293625,"'fiction', 'mystery', 'thriller', 'crime', 'history', 'historical fiction', 'biography'"
17569860,"'romance', 'fiction', 'mystery', 'thriller', 'crime'"
606818,"'non-fiction', 'fiction', 'mystery', 'thriller', 'crime', 'history', 'historical fiction', 'biography', 'fantasy', 'paranormal'"
86663,"'mystery', 'thriller', 'crime', 'fiction', 'romance'"
209966,"'comics', 'graphic', 'fiction', 'fantasy', 'paranormal', 'mystery', 'thriller', 'crime'"
13638570,"'romance', 'young-adult', 'fiction'"
11431896,"'fantasy', 'paranormal', 'young-adult', 'fiction', 'romance', 'history', 'historical fiction', 'biography'"
2331954,"'fiction', 'mystery', 'thriller', 'crime', 'fantasy', 'paranormal', 'young-adult'"
49041,"'young-adult', 'fantasy', 'paranormal', 'romance', 'fiction'"
46544,"'fiction', 'history', 'historical fiction', 'biography', 'fantasy', 'paranormal', 'romance', 'children'"
60431,"'non-fiction', 'history', 'historical fiction', 'biography', 'poetry', 'comics', 'graphic', 'fiction'"
13041934,"'romance', 'fiction', 'young-adult'"
180463,"'non-fiction', 'fiction'"
6266907,"'mystery', 'thriller', 'crime', 'fiction', 'history', 'historical fiction', 'biography'"
66683,"'fantasy', 'paranormal', 'fiction'"
8456124,"'fantasy', 'paranormal', 'romance', 'young-adult', 'fiction', 'history', 'historical fiction', 'biography', 'mystery', 'thriller', 'crime'"
1220507,'fiction'
3717,"'fiction', 'non-fiction', 'history', 'historical fiction', 'biography'"
3710,'fiction'
18775365,"'non-fiction', 'history', 'historical fiction', 'biography', 'mystery', 'thriller', 'crime'"
9403947,"'young-adult', 'romance', 'fiction'"
105999,"'children', 'fiction', 'young-adult'"
105992,"'non-fiction', 'mystery', 'thriller', 'crime', 'history', 'historical fiction', 'biography', 'fiction'"
37338,"'romance', 'fiction', 'mystery', 'thriller', 'crime'"
15737147,"'non-fiction', 'history', 'historical fiction', 'biography'"
52635,"'fiction', 'fantasy', 'paranormal', 'mystery', 'thriller', 'crime'"
3419808,"'fiction', 'history', 'historical fiction', 'biography', 'mystery', 'thriller', 'crime', 'romance'"
9394010,"'fantasy', 'paranormal', 'romance', 'fiction'"
21400356,"'romance', 'mystery', 'thriller', 'crime', 'fiction'"
14061955,"'fantasy', 'paranormal', 'young-adult', 'romance', 'fiction'"
15824358,'non-fiction'
7015403,'non-fiction'
8694522,"'fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography', 'romance', 'mystery', 'thriller', 'crime', 'young-adult'"
298663,"'fiction', 'mystery', 'thriller', 'crime'"
604635,"'fiction', 'young-adult'"
6611038,"'fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime', 'young-adult'"
24396884,"'mystery', 'thriller', 'crime', 'fiction'"
698,"'fiction', 'history', 'historical fiction', 'biography'"
12482658,"'fiction', 'romance'"
119239,"'poetry', 'romance', 'non-fiction'"
8732,"'fiction', 'young-adult', 'history', 'historical fiction', 'biography', 'children'"
84736,"'mystery', 'thriller', 'crime', 'fiction'"
7797874,"'young-adult', 'romance', 'fiction'"
103035,"'fiction', 'fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'romance'"
21874813,"'mystery', 'thriller', 'crime', 'fiction', 'history', 'historical fiction', 'biography', 'young-adult'"
854252,"'fiction', 'history', 'historical fiction', 'biography', 'children', 'young-adult', 'non-fiction'"
6101138,"'fiction', 'history', 'historical fiction', 'biography'"
7520,"'mystery', 'thriller', 'crime', 'fiction', 'children'"
41219,"'fiction', 'history', 'historical fiction', 'biography', 'romance', 'mystery', 'thriller', 'crime', 'poetry'"
13193855,'non-fiction'
20426917,"'fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime', 'history', 'historical fiction', 'biography'"
133488,"'fiction', 'history', 'historical fiction', 'biography', 'non-fiction', 'romance'"
133486,"'history', 'historical fiction', 'biography', 'non-fiction', 'fiction', 'comics', 'graphic', 'romance'"
7347109,"'fiction', 'history', 'historical fiction', 'biography', 'romance'"
216131,"'mystery', 'thriller', 'crime', 'fiction'"
7469664,"'comics', 'graphic', 'fiction', 'fantasy', 'paranormal', 'mystery', 'thriller', 'crime'"
8935153,"'fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime'"
858719,"'children', 'fiction', 'fantasy', 'paranormal', 'young-adult'"
35729,"'fantasy', 'paranormal', 'romance', 'fiction'"
155291,"'fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'fiction'"
325128,"'fiction', 'history', 'historical fiction', 'biography', 'young-adult', 'children', 'mystery', 'thriller', 'crime'"
13083,"'young-adult', 'fiction', 'children', 'mystery', 'thriller', 'crime'"
13497818,"'fiction', 'mystery', 'thriller', 'crime', 'fantasy', 'paranormal'"
1162022,"'young-adult', 'romance', 'mystery', 'thriller', 'crime', 'fiction'"
148584,"'mystery', 'thriller', 'crime', 'fiction', 'history', 'historical fiction', 'biography'"
95406,"'fiction', 'comics', 'graphic', 'fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'romance'"
12677913,"'fantasy', 'paranormal', 'young-adult', 'romance', 'fiction', 'mystery', 'thriller', 'crime'"
253106,"'young-adult', 'fiction', 'romance'"
72223,"'history', 'historical fiction', 'biography', 'non-fiction', 'fiction'"
11429,"'fiction', 'romance'"
11422,"'fiction', 'romance', 'history', 'historical fiction', 'biography', 'young-adult'"
21340,"'fiction', 'mystery', 'thriller', 'crime', 'fantasy', 'paranormal'"
21348,"'fiction', 'children', 'fantasy', 'paranormal', 'young-adult', 'history', 'historical fiction', 'biography', 'poetry'"
13530981,"'fiction', 'history', 'historical fiction', 'biography'"
23513349,"'poetry', 'non-fiction', 'romance', 'fiction', 'young-adult'"
18130,"'fantasy', 'paranormal', 'young-adult', 'fiction', 'children'"
123632,"'non-fiction', 'history', 'historical fiction', 'biography', 'fantasy', 'paranormal'"
259836,"'fiction', 'fantasy', 'paranormal', 'young-adult', 'romance'"
43805,"'fiction', 'fantasy', 'paranormal', 'history', 'historical fiction', 'biography', 'mystery', 'thriller', 'crime', 'romance'"
53343,'non-fiction'
14745338,"'fantasy', 'paranormal', 'young-adult', 'romance', 'fiction', 'mystery', 'thriller', 'crime'"
6411016,"'fiction', 'history', 'historical fiction', 'biography', 'non-fiction'"
383196,"'poetry', 'non-fiction', 'fiction'"
60510,"'fantasy', 'paranormal', 'young-adult', 'fiction', 'romance', 'mystery', 'thriller', 'crime', 'history', 'historical fiction', 'biography'"
3291,"'fiction', 'romance', 'history', 'historical fiction', 'biography', 'fantasy', 'paranormal'"
125553,"'children', 'fiction', 'young-adult', 'fantasy', 'paranormal', 'mystery', 'thriller', 'crime'"
241936,"'mystery', 'thriller', 'crime', 'fiction'"
784222,"'fantasy', 'paranormal', 'romance', 'comics', 'graphic', 'young-adult', 'fiction', 'mystery', 'thriller', 'crime'"
426825,"'fiction', 'history', 'historical fiction', 'biography', 'mystery', 'thriller', 'crime', 'non-fiction'"
13103,"'fiction', 'fantasy', 'paranormal', 'non-fiction', 'mystery', 'thriller', 'crime'"
28862,"'non-fiction', 'history', 'historical fiction', 'biography', 'fiction'"
7557548,"'fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime', 'comics', 'graphic'"
1474628,"'fiction', 'mystery', 'thriller', 'crime', 'fantasy', 'paranormal', 'history', 'historical fiction', 'biography'"
20342617,"'non-fiction', 'history', 'historical fiction', 'biography', 'mystery', 'thriller', 'crime', 'fiction'"
157055,"'fantasy', 'paranormal', 'young-adult', 'romance', 'fiction', 'children', 'mystery', 'thriller', 'crime'"
3304,"'fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'mystery', 'thriller', 'crime', 'romance'"
24816,"'comics', 'graphic', 'fiction', 'children', 'fantasy', 'paranormal', 'young-adult'"
9219901,"'non-fiction', 'history', 'historical fiction', 'biography', 'fiction', 'comics', 'graphic'"
6167746,"'young-adult', 'fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime'"
91981,"'fantasy', 'paranormal', 'fiction', 'young-adult'"
91989,"'fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography', 'young-adult'"
7740152,"'young-adult', 'fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime'"
25814512,"'fiction', 'history', 'historical fiction', 'biography', 'romance'"
51985,'non-fiction'
6752378,"'fantasy', 'paranormal', 'young-adult', 'romance', 'fiction'"
12602078,"'romance', 'fiction'"
7863423,"'romance', 'fiction'"
3368,"'non-fiction', 'comics', 'graphic'"
10098912,"'fiction', 'history', 'historical fiction', 'biography', 'mystery', 'thriller', 'crime', 'fantasy', 'paranormal'"
16119079,"'romance', 'young-adult', 'fiction'"
160629,"'children', 'fiction', 'fantasy', 'paranormal', 'young-adult'"
769712,"'comics', 'graphic', 'non-fiction', 'history', 'historical fiction', 'biography', 'fiction'"
103111,"'comics', 'graphic', 'fiction', 'fantasy', 'paranormal', 'young-adult', 'romance'"
2485785,"'fiction', 'mystery', 'thriller', 'crime', 'romance'"
411053,'non-fiction'
114954,"'young-adult', 'fiction', 'fantasy', 'paranormal', 'children', 'mystery', 'thriller', 'crime'"
114955,"'fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'mystery', 'thriller', 'crime'"
12341557,"'fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime'"
862041,"'fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'romance', 'mystery', 'thriller', 'crime'"
1911,"'non-fiction', 'history', 'historical fiction', 'biography'"
6718608,"'fiction', 'history', 'historical fiction', 'biography', 'romance', 'mystery', 'thriller', 'crime', 'young-adult', 'fantasy', 'paranormal'"
6871616,"'fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime'"
6871617,"'fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime'"
23746004,"'mystery', 'thriller', 'crime', 'fiction'"
1170158,"'fantasy', 'paranormal', 'fiction', 'young-adult', 'children'"
6462,"'history', 'historical fiction', 'biography', 'non-fiction', 'comics', 'graphic'"
4618898,"'fiction', 'history', 'historical fiction', 'biography', 'romance'"
20613920,"'romance', 'fiction', 'mystery', 'thriller', 'crime'"
160149,"'fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime'"
2983654,"'mystery', 'thriller', 'crime', 'fiction'"
18870159,"'romance', 'young-adult', 'fiction'"
1062516,"'children', 'fiction'"
6559316,"'fiction', 'fantasy', 'paranormal', 'romance', 'history', 'historical fiction', 'biography', 'young-adult', 'comics', 'graphic'"
19063,"'fiction', 'history', 'historical fiction', 'biography', 'young-adult', 'fantasy', 'paranormal'"
42435,"'history', 'historical fiction', 'biography', 'non-fiction', 'fiction'"
161744,"'history', 'historical fiction', 'biography', 'non-fiction', 'fiction'"
